feedback_id,bearing_id,raw_label,fault_type,fault_position,fault_severity,diagnosis_confidence,rca_text,fault_evolution_text,rca_confidence,true_reason_id,true_reason_type,true_stage
BFB-02455,BRG-02455,B007,rolling_element_fault,rolling_element,slight,0.6881,诊断结果显示轴承出现轻微滚动体故障，根因更可能来自检测阶段实体 BINSP-02455 的风险累积。,风险首先在检测阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6428,BINSP-02455,InspectionRecord,inspection
BFB-02456,BRG-02456,OR014,outer_race_fault,outer_race,medium,0.7442,该样本的生命周期风险在装配阶段较突出，能够解释当前中等外圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6896,BASM-02456,AssemblyRecord,assembly
BFB-02457,BRG-02457,OR007,outer_race_fault,outer_race,slight,0.6916,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00184。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6444,BMAN-00184,ManufacturingBatch,manufacturing
BFB-02458,BRG-02458,IR021,inner_race_fault,inner_race,severe,0.7517,诊断结果显示轴承出现严重内圈故障，根因更可能来自装配阶段实体 BASM-02458 的风险累积。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6477,BASM-02458,AssemblyRecord,assembly
BFB-02459,BRG-02459,OR014,outer_race_fault,outer_race,medium,0.663,诊断结果显示轴承出现中等外圈故障，根因更可能来自检测阶段实体 BINSP-02459 的风险累积。,风险首先在检测阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7657,BINSP-02459,InspectionRecord,inspection
BFB-02460,BRG-02460,B007,rolling_element_fault,rolling_element,slight,0.6988,诊断结果显示轴承出现轻微滚动体故障，根因更可能来自装配阶段实体 BASM-02460 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6522,BASM-02460,AssemblyRecord,assembly
BFB-02461,BRG-02461,B021,rolling_element_fault,rolling_element,severe,0.6874,该样本的生命周期风险在制造阶段较突出，能够解释当前严重滚动体故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6803,BMAN-00214,ManufacturingBatch,manufacturing
BFB-02462,BRG-02462,OR014,outer_race_fault,outer_race,medium,0.7076,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-02462。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6159,BASM-02462,AssemblyRecord,assembly
BFB-02463,BRG-02463,IR021,inner_race_fault,inner_race,severe,0.7755,结合振动、峭度和温升特征，内圈故障与运维阶段异常高度一致，优先追溯到 BOPR-02463。,风险首先在运维阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7176,BOPR-02463,MaintenanceRecord,operation
BFB-02464,BRG-02464,OR014,outer_race_fault,outer_race,medium,0.6489,诊断结果显示轴承出现中等外圈故障，根因更可能来自制造阶段实体 BMAN-00159 的风险累积。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6097,BMAN-00159,ManufacturingBatch,manufacturing
BFB-02465,BRG-02465,B021,rolling_element_fault,rolling_element,severe,0.8007,诊断结果显示轴承出现严重滚动体故障，根因更可能来自运维阶段实体 BOPR-02465 的风险累积。,风险首先在运维阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6963,BOPR-02465,MaintenanceRecord,operation
BFB-02466,BRG-02466,Normal,normal,none,normal,0.9543,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8701,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02467,BRG-02467,OR021,outer_race_fault,outer_race,severe,0.7226,结合振动、峭度和温升特征，外圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00016。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.6846,BMAT-00016,MaterialBatch,material
BFB-02468,BRG-02468,OR014,outer_race_fault,outer_race,medium,0.7232,诊断结果显示轴承出现中等外圈故障，根因更可能来自制造阶段实体 BMAN-00568 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6992,BMAN-00568,ManufacturingBatch,manufacturing
BFB-02469,BRG-02469,OR014,outer_race_fault,outer_race,medium,0.8304,该样本的生命周期风险在制造阶段较突出，能够解释当前中等外圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6787,BMAN-00129,ManufacturingBatch,manufacturing
BFB-02470,BRG-02470,OR014,outer_race_fault,outer_race,medium,0.6998,诊断结果显示轴承出现中等外圈故障，根因更可能来自设计阶段实体 BDES-00205 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6793,BDES-00205,BearingDesignSpec,design
BFB-02471,BRG-02471,B007,rolling_element_fault,rolling_element,slight,0.6269,该样本的生命周期风险在设计阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,风险首先在设计阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6575,BDES-00589,BearingDesignSpec,design
BFB-02472,BRG-02472,Normal,normal,none,normal,0.9591,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8592,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02473,BRG-02473,IR021,inner_race_fault,inner_race,severe,0.7663,结合振动、峭度和温升特征，内圈故障与装配阶段异常高度一致，优先追溯到 BASM-02473。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重内圈故障。,0.7124,BASM-02473,AssemblyRecord,assembly
BFB-02474,BRG-02474,IR014,inner_race_fault,inner_race,medium,0.7602,该样本的生命周期风险在设计阶段较突出，能够解释当前中等内圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.728,BDES-00470,BearingDesignSpec,design
BFB-02475,BRG-02475,OR007,outer_race_fault,outer_race,slight,0.6625,该样本的生命周期风险在制造阶段较突出，能够解释当前轻微外圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6409,BMAN-00143,ManufacturingBatch,manufacturing
BFB-02476,BRG-02476,Normal,normal,none,normal,0.9561,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8325,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02477,BRG-02477,B007,rolling_element_fault,rolling_element,slight,0.6062,该样本的生命周期风险在制造阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微滚动体故障。,0.6282,BMAN-00381,ManufacturingBatch,manufacturing
BFB-02478,BRG-02478,Normal,normal,none,normal,0.8715,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8688,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02479,BRG-02479,Normal,normal,none,normal,0.9032,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8921,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02480,BRG-02480,Normal,normal,none,normal,0.9051,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.812,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02481,BRG-02481,IR007,inner_race_fault,inner_race,slight,0.7531,结合振动、峭度和温升特征，内圈故障与运维阶段异常高度一致，优先追溯到 BOPR-02481。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.6565,BOPR-02481,MaintenanceRecord,operation
BFB-02482,BRG-02482,B021,rolling_element_fault,rolling_element,severe,0.7234,结合振动、峭度和温升特征，滚动体故障与装配阶段异常高度一致，优先追溯到 BASM-02482。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7104,BASM-02482,AssemblyRecord,assembly
BFB-02483,BRG-02483,IR014,inner_race_fault,inner_race,medium,0.7132,诊断结果显示轴承出现中等内圈故障，根因更可能来自装配阶段实体 BASM-02483 的风险累积。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6677,BASM-02483,AssemblyRecord,assembly
BFB-02484,BRG-02484,OR014,outer_race_fault,outer_race,medium,0.7299,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00218。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6785,BMAN-00218,ManufacturingBatch,manufacturing
BFB-02485,BRG-02485,OR007,outer_race_fault,outer_race,slight,0.6946,该样本的生命周期风险在制造阶段较突出，能够解释当前轻微外圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微外圈故障。,0.6478,BMAN-00536,ManufacturingBatch,manufacturing
BFB-02486,BRG-02486,B014,rolling_element_fault,rolling_element,medium,0.7221,结合振动、峭度和温升特征，滚动体故障与装配阶段异常高度一致，优先追溯到 BASM-02486。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.578,BASM-02486,AssemblyRecord,assembly
BFB-02487,BRG-02487,Normal,normal,none,normal,0.9586,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.7998,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02488,BRG-02488,OR021,outer_race_fault,outer_race,severe,0.7246,诊断结果显示轴承出现严重外圈故障，根因更可能来自制造阶段实体 BMAN-00107 的风险累积。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6891,BMAN-00107,ManufacturingBatch,manufacturing
BFB-02489,BRG-02489,IR014,inner_race_fault,inner_race,medium,0.7657,该样本的生命周期风险在装配阶段较突出，能够解释当前中等内圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.7057,BASM-02489,AssemblyRecord,assembly
BFB-02490,BRG-02490,IR021,inner_race_fault,inner_race,severe,0.6359,结合振动、峭度和温升特征，内圈故障与装配阶段异常高度一致，优先追溯到 BASM-02490。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.761,BASM-02490,AssemblyRecord,assembly
BFB-02491,BRG-02491,Normal,normal,none,normal,0.9011,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8402,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02492,BRG-02492,OR021,outer_race_fault,outer_race,severe,0.7372,该样本的生命周期风险在检测阶段较突出，能够解释当前严重外圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.6716,BINSP-02492,InspectionRecord,inspection
BFB-02493,BRG-02493,OR007,outer_race_fault,outer_race,slight,0.7147,诊断结果显示轴承出现轻微外圈故障，根因更可能来自设计阶段实体 BDES-00345 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6228,BDES-00345,BearingDesignSpec,design
BFB-02494,BRG-02494,OR014,outer_race_fault,outer_race,medium,0.7171,该样本的生命周期风险在材料阶段较突出，能够解释当前中等外圈故障的主要失效模式。,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6627,BMAT-00413,MaterialBatch,material
BFB-02495,BRG-02495,B007,rolling_element_fault,rolling_element,slight,0.6884,结合振动、峭度和温升特征，滚动体故障与检测阶段异常高度一致，优先追溯到 BINSP-02495。,风险首先在检测阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.5995,BINSP-02495,InspectionRecord,inspection
BFB-02496,BRG-02496,OR007,outer_race_fault,outer_race,slight,0.6625,诊断结果显示轴承出现轻微外圈故障，根因更可能来自检测阶段实体 BINSP-02496 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.563,BINSP-02496,InspectionRecord,inspection
BFB-02497,BRG-02497,IR014,inner_race_fault,inner_race,medium,0.6933,结合振动、峭度和温升特征，内圈故障与装配阶段异常高度一致，优先追溯到 BASM-02497。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6728,BASM-02497,AssemblyRecord,assembly
BFB-02498,BRG-02498,OR014,outer_race_fault,outer_race,medium,0.7468,该样本的生命周期风险在装配阶段较突出，能够解释当前中等外圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.691,BASM-02498,AssemblyRecord,assembly
