case_id,feedback_id,root_sensor,root_sensor_confidence,secondary_sensor,secondary_sensor_confidence,root_component_code,root_component_name,component_confidence,rca_confidence,rca_text,fault_evolution_text
HCASE-02848,HFB-02848,EPS1,0.6857,PS3,0.5602,C012,卸荷阀,0.6928,0.5918,该案例表现为轻微阀芯卡滞，根因更可能由设计阶段隐患累积触发。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02849,HFB-02849,EPS1,0.7848,EPS1,0.6867,C004,溢流阀,0.724,0.6086,结合传感器能量和检测记录，溢流阀的振动异常与装配阶段高风险实体 HASM-02849 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-02850,HFB-02850,FS2,0.7611,TS3,0.7514,C008,液压油箱,0.7453,0.5935,结合传感器能量和检测记录，液压泵总成的温度异常与运维阶段高风险实体 HOPR-02850 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-02851,HFB-02851,PS2,0.8494,PS1,0.5847,C004,溢流阀,0.7903,0.6027,该案例表现为中度泄漏异常，根因更可能由设计阶段隐患累积触发。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02852,HFB-02852,EPS1,0.7578,PS2,0.84,C004,溢流阀,0.751,0.6366,溢流阀出现中度泄漏异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00451。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02853,HFB-02853,PS2,0.9223,PS2,0.807,C004,溢流阀,0.7919,0.6298,溢流阀出现轻微压力异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-02853。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02854,HFB-02854,VS1,0.7274,PS6,0.7779,C011,管路总成,0.7846,0.6744,该案例表现为中度泄漏异常，根因更可能由材料阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-02855,HFB-02855,PS3,0.8817,FS1,0.7499,C009,单向阀,0.7845,0.6013,单向阀出现轻微阀芯卡滞，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00059。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-02856,HFB-02856,FS1,0.8035,FS1,0.7031,C012,卸荷阀,0.7687,0.541,卸荷阀出现中度压力异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00500。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02857,HFB-02857,PS1,0.8023,PS6,0.8223,C011,管路总成,0.8129,0.6636,管路总成出现中度泄漏异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-01186。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02858,HFB-02858,FS2,0.7481,PS3,0.5417,C003,作动筒,0.7529,0.6066,结合传感器能量和检测记录，作动筒的泄漏异常与装配阶段高风险实体 HASM-02858 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-02859,HFB-02859,VS1,0.7602,PS6,0.7843,C011,管路总成,0.7817,0.6105,该案例表现为中度泄漏异常，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02860,HFB-02860,FS1,0.8516,PS5,0.5292,C007,过滤器,0.7655,0.6355,结合传感器能量和检测记录，过滤器的温度异常与运维阶段高风险实体 HOPR-02860 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02861,HFB-02861,FS1,0.8678,TS4,0.812,C007,过滤器,0.7867,0.6118,结合传感器能量和检测记录，液压油箱的温度异常与运维阶段高风险实体 HOPR-02861 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-02862,HFB-02862,PS2,0.8331,PS6,0.584,C004,溢流阀,0.7327,0.6091,该案例表现为轻微泄漏异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02863,HFB-02863,PS4,0.7246,FS1,0.5224,C003,作动筒,0.6937,0.5383,结合传感器能量和检测记录，作动筒的温度异常与制造阶段高风险实体 HMAN-01135 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-02864,HFB-02864,PS2,0.8684,EPS1,0.5474,C009,单向阀,0.7934,0.5655,该案例表现为轻微阀芯卡滞，根因更可能由材料阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02865,HFB-02865,VS1,0.7441,PS4,0.539,C011,管路总成,0.8012,0.5919,该案例表现为中度流量异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-02866,HFB-02866,PS1,0.8123,FS1,0.5192,C001,液压泵总成,0.7927,0.625,液压泵总成出现中度温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02866。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02867,HFB-02867,FS2,0.7014,PS3,0.5715,C003,作动筒,0.7245,0.5831,该案例表现为轻微振动异常，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02868,HFB-02868,PS6,0.7913,FS2,0.5224,C011,管路总成,0.7995,0.5925,结合传感器能量和检测记录，管路总成的压力异常与制造阶段高风险实体 HMAN-00802 一致。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02869,HFB-02869,TS4,0.7758,PS3,0.5539,C007,过滤器,0.7571,0.6532,过滤器出现中度温度异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00541。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-02870,HFB-02870,VS1,0.8159,PS2,0.5543,C001,液压泵总成,0.7593,0.5971,该案例表现为轻微泄漏异常，根因更可能由装配阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02871,HFB-02871,TS3,0.8655,TS3,0.7573,C006,冷却器,0.7377,0.644,该案例表现为轻微泄漏异常，根因更可能由设计阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02872,HFB-02872,PS1,0.8496,EPS1,0.7057,C012,卸荷阀,0.7954,0.6102,溢流阀出现中度阀芯卡滞，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00241。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02873,HFB-02873,PS2,0.8064,PS1,0.6675,C011,管路总成,0.7329,0.5601,该案例表现为轻微振动异常，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02874,HFB-02874,PS6,0.7845,FS2,0.563,C011,管路总成,0.7928,0.6064,该案例表现为中度压力异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02875,HFB-02875,PS3,0.8227,PS3,0.7199,C010,节流阀,0.7794,0.6129,结合传感器能量和检测记录，作动筒的振动异常与运维阶段高风险实体 HOPR-02875 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02876,HFB-02876,PS4,0.7314,PS3,0.5573,C003,作动筒,0.7077,0.5892,结合传感器能量和检测记录，作动筒的阀芯卡滞与运维阶段高风险实体 HOPR-02876 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02877,HFB-02877,FS2,0.8441,FS1,0.7746,C008,液压油箱,0.7877,0.6396,过滤器出现中度温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02877。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02878,HFB-02878,EPS1,0.7016,VS1,0.571,C012,卸荷阀,0.7313,0.6165,卸荷阀出现中度泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02878。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02879,HFB-02879,PS3,0.9319,PS3,0.8154,C002,方向控制阀,0.8435,0.6471,方向控制阀出现中度流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02879。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02880,HFB-02880,PS6,0.8691,PS2,0.7064,C005,蓄能器,0.7757,0.5925,蓄能器出现轻微压力异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00591。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02881,HFB-02881,TS1,0.6912,PS3,0.5373,C012,卸荷阀,0.6661,0.4961,卸荷阀出现轻微振动异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-02881。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02882,HFB-02882,FS2,0.7581,TS1,0.5135,C008,液压油箱,0.751,0.5548,结合传感器能量和检测记录，液压油箱的流量异常与运维阶段高风险实体 HOPR-02882 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-02883,HFB-02883,PS2,0.7609,PS6,0.7399,C005,蓄能器,0.7162,0.557,该案例表现为轻微振动异常，根因更可能由检测阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-02884,HFB-02884,FS1,0.7063,TS3,0.7348,C008,液压油箱,0.6711,0.5489,液压油箱出现轻微阀芯卡滞，生命周期风险集中在装配阶段，建议优先追溯 HASM-02884。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02885,HFB-02885,TS4,0.7666,FS1,0.7737,C007,过滤器,0.751,0.5912,结合传感器能量和检测记录，过滤器的流量异常与运维阶段高风险实体 HOPR-02885 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02886,HFB-02886,PS3,0.8847,FS1,0.7947,C002,方向控制阀,0.8131,0.5809,结合传感器能量和检测记录，方向控制阀的流量异常与运维阶段高风险实体 HOPR-02886 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02887,HFB-02887,PS3,0.9493,PS4,0.5195,C009,单向阀,0.8391,0.7032,单向阀出现中度阀芯卡滞，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02887。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-02888,HFB-02888,PS5,0.6699,PS3,0.7252,C010,节流阀,0.689,0.6091,节流阀出现轻微温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02888。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02889,HFB-02889,PS6,0.775,VS1,0.774,C011,管路总成,0.8035,0.6372,结合传感器能量和检测记录，管路总成的泄漏异常与运维阶段高风险实体 HOPR-02889 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02890,HFB-02890,TS3,0.8988,FS1,0.5259,C006,冷却器,0.8025,0.6389,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-02891,HFB-02891,PS3,0.8818,FS1,0.7672,C002,方向控制阀,0.8118,0.6461,结合传感器能量和检测记录，方向控制阀的流量异常与设计阶段高风险实体 HDES-00449 一致。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02892,HFB-02892,TS3,0.8385,TS4,0.5817,C006,冷却器,0.7812,0.5861,结合传感器能量和检测记录，冷却器的温度异常与运维阶段高风险实体 HOPR-02892 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02893,HFB-02893,FS2,0.66,TS3,0.7206,C008,液压油箱,0.6659,0.524,该案例表现为轻微阀芯卡滞，根因更可能由装配阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02894,HFB-02894,EPS1,0.6659,TS1,0.6129,C012,卸荷阀,0.6605,0.5436,该案例表现为轻微流量异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02895,HFB-02895,TS4,0.8026,PS3,0.5472,C007,过滤器,0.7689,0.618,该案例表现为中度流量异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02896,HFB-02896,PS2,0.8541,PS6,0.7628,C011,管路总成,0.8367,0.6359,该案例表现为中度流量异常，根因更可能由制造阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-02897,HFB-02897,PS2,0.8599,PS6,0.5571,C004,溢流阀,0.7752,0.6391,该案例表现为轻微阀芯卡滞，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02898,HFB-02898,FS2,0.7225,PS4,0.7048,C003,作动筒,0.718,0.5429,作动筒出现轻微流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02898。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02899,HFB-02899,PS2,0.7466,PS1,0.7451,C011,管路总成,0.7635,0.5706,管路总成出现中度压力异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-02899。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-02900,HFB-02900,PS1,0.7101,FS1,0.577,C001,液压泵总成,0.7055,0.5552,液压泵总成出现轻微流量异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00283。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-02901,HFB-02901,TS1,0.6802,TS3,0.5475,C001,液压泵总成,0.6945,0.5873,该案例表现为轻微阀芯卡滞，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02902,HFB-02902,TS3,0.7574,TS4,0.5955,C008,液压油箱,0.7316,0.5833,该案例表现为轻微温度异常，根因更可能由装配阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
